date,pred_time_index,country,model,actual,forecast,error,abs_error,sq_error
2021-04-11,67,Brazil,hhh4_full,463092,686275.6554076369,-223183.6554076369,223183.6554076369,49810944041.11481
2021-04-18,68,Brazil,hhh4_full,459281,624761.0272116724,-165480.0272116724,165480.0272116724,27383639405.975838
2021-04-25,69,Brazil,hhh4_full,404623,617865.6691858375,-213242.6691858375,213242.6691858375,45472435961.50053
2021-05-02,70,Brazil,hhh4_full,421933,541730.146593749,-119797.14659374906,119797.14659374906,14351356332.004202
2021-05-09,71,Brazil,hhh4_full,423438,561827.6766448508,-138389.67664485076,138389.67664485076,19151702601.866352
2021-05-16,72,Brazil,hhh4_full,437076,560860.6445772444,-123784.64457724441,123784.64457724441,15322638233.114725
2021-05-23,73,Brazil,hhh4_full,451424,577919.8662109439,-126495.8662109439,126495.8662109439,16001204168.45702
2021-05-30,74,Brazil,hhh4_full,420981,599959.3546763232,-178978.35467632324,178978.35467632324,32033251442.643757
2021-06-06,75,Brazil,hhh4_full,449478,558670.5238620229,-109192.5238620229,109192.5238620229,11923007267.358442
2021-06-13,76,Brazil,hhh4_full,454710,593867.4127231061,-139157.4127231061,139157.4127231061,19364785515.78889
2021-06-20,77,Brazil,hhh4_full,505344,598584.2178844187,-93240.21788441867,93240.21788441867,8693738231.133867
2021-06-27,78,Brazil,hhh4_full,521298,662788.8210000158,-141490.82100001583,141490.82100001583,20019652427.258522
2021-07-04,79,Brazil,hhh4_full,364709,682153.4794913424,-317444.47949134244,317444.47949134244,100770997559.52933
2021-07-11,80,Brazil,hhh4_full,333030,476425.85961995873,-143395.85961995873,143395.85961995873,20562372556.14691
2021-07-18,81,Brazil,hhh4_full,287610,434749.68164451513,-147139.68164451513,147139.68164451513,21650085914.449265
2021-07-25,82,Brazil,hhh4_full,324334,374788.2875313464,-50454.287531346374,50454.287531346374,2545635130.295774
2021-08-01,83,Brazil,hhh4_full,206926,421796.45303055394,-214870.45303055394,214870.45303055394,46169311585.55549
2021-01-24,56,Canada,hhh4_full,41703,75891.89781543893,-34188.89781543893,34188.89781543893,1168880733.834525
2021-01-31,57,Canada,hhh4_full,33386,60995.1193195358,-27609.1193195358,27609.1193195358,762263469.6003649
2021-02-07,58,Canada,hhh4_full,26963,48281.205331724814,-21318.205331724814,21318.205331724814,454465878.56558025
2021-02-14,59,Canada,hhh4_full,22550,38560.670352984285,-16010.670352984285,16010.670352984285,256341565.15192994
2021-02-21,60,Canada,hhh4_full,20280,31933.696801080438,-11653.696801080438,11653.696801080438,135808649.13151243
2021-02-28,61,Canada,hhh4_full,20961,28441.1084357504,-7480.1084357504005,7480.1084357504005,55952022.210584305
2021-03-07,62,Canada,hhh4_full,20207,29243.269295146787,-9036.269295146787,9036.269295146787,81654162.77441262
2021-03-14,63,Canada,hhh4_full,21462,27998.027097967606,-6536.027097967606,6536.027097967606,42719650.225366846
2021-03-21,64,Canada,hhh4_full,23846,29607.739040358832,-5761.739040358832,5761.739040358832,33197636.76919512
2021-03-28,65,Canada,hhh4_full,29593,32691.14799797877,-3098.147997978769,3098.147997978769,9598521.017379856
2021-04-04,66,Canada,hhh4_full,38181,40333.692069843906,-2152.692069843906,2152.692069843906,4634083.1475688415
2021-04-11,67,Canada,hhh4_full,50441,51819.42332835226,-1378.4233283522626,1378.4233283522626,1900050.8721457296
2021-04-18,68,Canada,hhh4_full,60788,68053.41085761912,-7265.410857619121,7265.410857619121,52786194.93000981
2021-04-25,69,Canada,hhh4_full,58515,81782.41006035548,-23267.410060355483,23267.410060355483,541372370.9167316
2021-05-02,70,Canada,hhh4_full,54838,78347.34856618299,-23509.34856618299,23509.34856618299,552689470.0062902
2021-05-09,71,Canada,hhh4_full,53748,73022.28809730108,-19274.288097301076,19274.288097301076,371498181.65776193
2021-05-16,72,Canada,hhh4_full,45246,71192.51485532038,-25946.514855320376,25946.514855320376,673221633.1373609
2021-05-23,73,Canada,hhh4_full,33709,59826.93404678693,-26117.934046786933,26117.934046786933,682146478.8723121
2021-05-30,74,Canada,hhh4_full,22152,44801.62720274022,-22649.627202740223,22649.627202740223,513005612.4231099
2021-06-06,75,Canada,hhh4_full,15229,29399.600717450918,-14170.600717450918,14170.600717450918,200805924.69342047
2021-06-13,76,Canada,hhh4_full,10215,20126.010952141718,-9911.010952141718,9911.010952141718,98228138.09347308
2021-06-20,77,Canada,hhh4_full,7541,13453.106489124655,-5912.106489124655,5912.106489124655,34953003.13874985
2021-06-27,78,Canada,hhh4_full,5043,9894.384512608305,-4851.384512608305,4851.384512608305,23535931.68917572
2021-07-04,79,Canada,hhh4_full,4015,6600.9283599234695,-2585.9283599234695,2585.9283599234695,6687025.482656485
2021-07-11,80,Canada,hhh4_full,3648,5245.878753879342,-1597.8787538793422,1597.8787538793422,2553216.512098999
2021-07-18,81,Canada,hhh4_full,2677,4763.234490282488,-2086.234490282488,2086.234490282488,4352374.348444233
2021-07-25,82,Canada,hhh4_full,3070,3490.2238997878912,-420.22389978789124,420.22389978789124,176588.12595294366
2021-08-01,83,Canada,hhh4_full,3865,3996.457267433442,-131.4572674334422,131.4572674334422,17281.013161067545
2021-01-24,56,China,hhh4_full,1306,1638.239114071565,-332.2391140715649,332.2391140715649,110382.82891905833
2021-01-31,57,China,hhh4_full,946,1911.292459082403,-965.292459082403,965.292459082403,931789.5315613525
2021-02-07,58,China,hhh4_full,395,1368.8526064604555,-973.8526064604555,973.8526064604555,948388.8991098228
2021-02-14,59,China,hhh4_full,243,565.9403716479632,-322.94037164796316,322.94037164796316,104290.48364012457
2021-02-21,60,China,hhh4_full,154,346.23548389110937,-192.23548389110937,192.23548389110937,36954.48126684897
2021-02-28,61,China,hhh4_full,209,220.2599940464042,-11.259994046404188,11.259994046404188,126.78746592505776
2021-03-07,62,China,hhh4_full,186,297.0045475899013,-111.00454758990128,111.00454758990128,12322.009585638658
2021-03-14,63,China,hhh4_full,269,261.41146022541056,7.588539774589435,7.588539774589435,57.585935910525876
2021-03-21,64,China,hhh4_full,190,372.84191647981606,-182.84191647981606,182.84191647981606,33431.16642201204
2021-03-28,65,China,hhh4_full,157,261.43322535472805,-104.43322535472805,104.43322535472805,10906.298557991415
2021-04-04,66,China,hhh4_full,187,214.88975952052627,-27.88975952052627,27.88975952052627,777.8386861127857
2021-04-11,67,China,hhh4_full,216,255.35827067078802,-39.358270670788016,39.358270670788016,1549.073470195012
2021-04-18,68,China,hhh4_full,190,294.84482631827234,-104.84482631827234,104.84482631827234,10992.437605708692
2021-04-25,69,China,hhh4_full,191,261.3461107102894,-70.3461107102894,70.3461107102894,4948.575292064293
2021-05-02,70,China,hhh4_full,185,260.917994916908,-75.91799491690801,75.91799491690801,5763.541952203671
2021-05-09,71,China,hhh4_full,146,249.07979893351984,-103.07979893351984,103.07979893351984,10625.444948174878
2021-05-16,72,China,hhh4_full,396,194.67588387250134,201.32411612749866,201.32411612749866,40531.39973451856
2021-05-23,73,China,hhh4_full,2522,524.512058775698,1997.487941224302,1997.487941224302,3989958.0753365005
2021-05-30,74,China,hhh4_full,4051,3353.022180850579,697.9778191494211,697.9778191494211,487173.03602458193
2021-06-06,75,China,hhh4_full,3341,5378.446338406519,-2037.4463384065193,2037.4463384065193,4151187.5818861327
2021-06-13,76,China,hhh4_full,1998,4419.267161705303,-2421.267161705303,2421.267161705303,5862534.668352453
2021-06-20,77,China,hhh4_full,1318,2636.286632129343,-1318.2866321293432,1318.2866321293432,1737879.6444509262
2021-06-27,78,China,hhh4_full,820,1732.59746379354,-912.5974637935401,912.5974637935401,832834.1309224018
2021-07-04,79,China,hhh4_full,591,1074.8638696464106,-483.86386964641065,483.86386964641065,234124.24434919868
2021-07-11,80,China,hhh4_full,430,773.0562104340514,-343.0562104340514,343.0562104340514,117687.56351737217
2021-07-18,81,China,hhh4_full,385,562.3480212516342,-177.34802125163424,177.34802125163424,31452.32064187011
2021-07-25,82,China,hhh4_full,473,503.5036468037431,-30.503646803743095,30.503646803743095,930.4724683275064
2021-08-01,83,China,hhh4_full,515,619.08977840005,-104.08977840005002,104.08977840005002,10834.68196737152
2021-01-24,56,South Africa,hhh4_full,79180,164745.6629482963,-85565.66294829629,85565.66294829629,7321482675.781445
2021-01-31,57,South Africa,hhh4_full,44397,115808.21383767357,-71411.21383767357,71411.21383767357,5099561461.76994
2021-02-07,58,South Africa,hhh4_full,24464,64204.50730021698,-39740.50730021698,39740.50730021698,1579307920.478599
2021-02-14,59,South Africa,hhh4_full,16363,34986.86614403519,-18623.866144035193,18623.866144035193,346848390.1509403
2021-02-21,60,South Africa,hhh4_full,12304,23172.696972800062,-10868.696972800062,10868.696972800062,118128573.88655324
2021-02-28,61,South Africa,hhh4_full,9858,17257.093372099847,-7399.093372099847,7399.093372099847,54746582.72905189
2021-03-07,62,South Africa,hhh4_full,7981,13756.06914614312,-5775.06914614312,5775.06914614312,33351423.642734222
2021-03-14,63,South Africa,hhh4_full,8208,11060.418447698585,-2852.4184476985847,2852.4184476985847,8136291.000771204
2021-03-21,64,South Africa,hhh4_full,8387,11324.375359903377,-2937.375359903377,2937.375359903377,8628174.004967494
2021-03-28,65,South Africa,hhh4_full,7665,11498.598088019558,-3833.5980880195584,3833.5980880195584,14696474.300467214
